,id,age,dg,ht,nha,ba,vol,c_tree,sp_optforeu,pr1,x,y,year
602,1517528653,68.57142857,20.55211795,13.20714286,670,22.22684656,156.6434402,45.81807959,QC,76.30364889,25.22,44.08,2015
696,1486536424,69.44444444,30.52492151,18.27777778,240,17.56346643,148.2867046,43.14879886,QC,69.44042502,24.83,44.78,2017
588,1516534424,69.58333333,29.22403017,21.025,330,22.13522987,214.3548772,62.75024674,QC,100,25.21,44.6,2014
593,1537532224,70,30.72528817,20.5,210,15.5704479,147.0421448,43.04511746,QC,100,25.47,44.4,2015
616,1468237252,70,27.40807532,25.52222222,540,31.85962937,404.056378,118.2834641,QC,84.63254914,24.6,44.85,2016
621,1496230052,70,29.57748445,20.8,290,19.92555141,197.3790879,57.78075418,QC,80.13826171,24.95,44.2,2017
631,1518230421,70,24.28165611,19.575,170,7.872187163,74.50868694,21.81167302,QC,55.66002504,25.23,44.24,2017
649,1496530024,70,28.20438796,20.13,320,19.99278149,199.2482885,58.32794398,QC,56.18352128,24.96,44.2,2017
675,1496530053,70,23.54136492,20.69285714,580,25.24533591,253.84681,74.31111515,QC,100,24.96,44.2,2017
678,1528528424,70,16.70769138,11.91,820,17.97780323,137.1297142,39.7453321,QC,68.52700253,25.35,44.06,2016
702,1537532253,70,41.3,17.3,20,2.679291587,19.82634664,5.803964714,QC,100,25.47,44.4,2015
693,1539532253,71.81818182,25.12645316,20.12727273,370,18.34653196,176.8525186,51.77180629,QC,94.41514702,25.49,44.4,2015
610,1552230052,72.5,24.75036796,17.13333333,420,20.20703025,177.5619348,51.97948079,QC,70.9333814,25.65,44.2,2015
590,1505231852,74.28571429,27.51680119,17.2,230,13.67771687,119.4592187,34.94083824,QC,97.71828986,25.07,44.37,2016
638,1528231252,80,24.04646817,21.55652174,760,34.51485636,460.2648159,134.1290312,QC,88.38502026,25.35,44.31,2016
688,1539232221,80,32.44336604,21.54,100,8.266881156,82.0162303,24.00943126,QC,100,25.49,44.4,2015
705,1527530653,80,28.33559207,14.88666667,450,28.37703255,194.5940399,56.54358913,QC,72.30482962,25.34,44.26,2016
711,1539532224,80,34.33383171,21.28,100,9.258367798,88.22394696,25.82667823,QC,100,25.49,44.4,2015
689,1485537453,81.17647059,24.8219751,21.87647059,670,32.42181738,382.3329019,109.0668878,QC,33.53877976,24.81,44.87,2017
594,1496229652,90,16.00742744,13.76111111,750,15.09364839,152.4373029,43.95163421,QC,54.28721065,24.95,44.17,2017
606,1496229621,120,34.55390591,24.15,290,27.19456849,371.1737612,106.4856486,QC,50.76317717,24.95,44.17,2017
