,id,age,dg,ht,nha,ba,vol,c_tree,sp_optforeu,pr1,x,y,year
201,1476543624,30,10.35228743,11.17536232,3450,29.03899753,184.0045414,50.4575656,FS,90.34730186,24.7,45.43,2017
202,1458544024,30,9.485001187,9.807317073,2020,14.27302512,79.50040156,22.28170535,FS,91.63736258,24.47,45.46,2016
266,1494542453,30,8.947833448,11.37659574,4700,29.55449362,192.5793276,50.85117403,FS,75.42316692,24.93,45.32,2015
324,1470540053,30,13.09017868,13.28888889,900,12.11221413,87.22779498,24.58377947,FS,46.63835168,24.62,45.1,2016
390,1480242852,30,15.58900712,8.328571429,350,6.680282619,30.38629793,8.569847607,FS,100,24.75,45.36,2017
229,1512544453,30.35714286,13.55774686,9.882142857,1400,20.21123999,118.2849536,29.49985329,FS,49.47257978,25.16,45.5,2016
289,1480537253,30.8974359,9.694440648,12.88205128,3900,28.78723815,215.4589496,61.28877988,FS,79.81286687,24.75,44.85,2014
176,1512544424,31.92307692,14.71156543,12.21923077,1270,21.58794872,151.6363158,40.49896236,FS,59.98466548,25.16,45.5,2016
351,1472238852,32.94117647,16.57420316,12.93529412,760,16.39716586,180.2940216,50.8483229,FS,100,24.65,45,2014
165,1460241221,33.20512821,12.23852448,10.74102564,1890,22.23360099,148.277982,41.6789969,FS,71.52466838,24.49,45.21,2014
385,1484239652,33.68421053,13.00988518,12.59473684,1870,24.8587001,195.0608476,55.17345036,FS,80.16124536,24.8,45.07,2015
387,1516242021,33.84615385,16.29689843,12.68846154,1180,24.61397789,198.3006738,48.17416561,FS,51.29375514,25.2,45.28,2017
223,1512538824,34.21428571,16.08924736,14.06666667,2010,40.86555449,401.9146494,109.5102319,FS,60.52996681,25.16,44.99,2013
393,1474243221,34.65517241,12.98538055,16.00517241,2780,36.81663061,365.3377536,103.0825127,FS,92.44125561,24.67,45.39,2015
270,1492242821,34.74137931,14.22676735,12.72931034,2750,43.71545812,335.8082239,91.87241868,FS,79.39419838,24.9,45.35,2014
179,1472242052,35,9.534949562,6.575,570,4.0700668,19.64605577,5.099431511,FS,62.99983796,24.65,45.28,2014
336,1476242021,35.29411765,18.19346187,10.24117647,730,18.97769363,169.1665296,42.99882361,FS,39.01503087,24.7,45.28,2015
418,1492542824,35.59322034,12.98027839,14.52711864,2950,39.0373125,318.731874,88.32336368,FS,77.01254531,24.9,45.35,2014
272,1468240421,36.25,14.39819809,9.95,370,6.024318073,40.02358013,10.28987012,FS,70.82958408,24.6,45.14,2016
354,1492542853,36.66666667,15.45132141,14.14375,2190,41.06437804,399.1965575,106.2291672,FS,77.00612411,24.9,45.36,2014
429,1510244021,36.90909091,13.26798397,14.32909091,2660,36.77743139,292.9311608,80.50294698,FS,62.22025997,25.13,45.46,2014
250,1488543653,37,19.968397,13.535,1730,54.1779277,620.2264885,157.5457484,FS,61.72296958,24.85,45.43,2014
269,1488238821,37.5,17.73890385,16.175,310,7.661347026,77.34062408,21.9038818,FS,81.26516783,24.85,44.99,2014
407,1482240052,37.5,16.9913038,15.90555556,840,19.04682438,215.9215732,61.23140632,FS,59.32776613,24.77,45.1,2013
381,1506239252,37.74193548,16.18084424,15.98064516,1430,29.40548003,297.9873152,84.68607053,FS,72.65806161,25.08,45.03,2017
433,1496242052,38.15789474,23.15252549,20.89473684,710,29.89131162,317.3105264,89.49108777,FS,100,24.95,45.28,2013
245,1478243221,38.30508475,14.35943681,15.67457627,2890,46.80179802,454.0365678,127.9945549,FS,99.63187167,24.72,45.39,2016
283,1474241621,38.33333333,24.38829247,19.55833333,420,19.62013362,232.1727026,65.60000527,FS,85.56037212,24.67,45.25,2013
343,1458238421,38.5,18.91439638,15.61,820,23.04033057,224.2309384,63.27912754,FS,95.38083547,24.47,44.96,2014
361,1494242452,38.68421053,11.27020408,14.69473684,3800,37.90853826,313.5442279,88.0829641,FS,91.04764884,24.93,45.32,2015
335,1486542424,38.88888889,16.29641895,19.46388889,1590,33.16434066,401.3251745,99.88371998,FS,52.25475053,24.83,45.32,2014
235,1518543224,39.27272727,14.02235735,14.00545455,2690,41.54169592,342.0241575,93.67568351,FS,80.9488956,25.23,45.39,2017
162,1470240021,39.5,17.79228108,14.6425,1880,46.74239835,410.7324762,100.7120251,FS,30.13838647,24.62,45.1,2017
159,1470240052,40,13.10191363,13.63965517,2840,38.28932285,304.2008839,84.51876588,FS,85.00765494,24.62,45.1,2017
216,1490242452,40,14.7912998,16.67540984,3020,51.89308663,496.6058992,126.62922,FS,66.02070511,24.87,45.32,2017
280,1472244421,40,10.08708332,12.5975,4000,31.96546963,231.3766833,63.57546453,FS,90.00041769,24.64,45.5,2017
294,1480542824,40,8.89363068,9.166666667,150,0.931835651,5.522280418,1.557448746,FS,100,24.75,45.35,2017
357,1488242821,40,14.66080088,16.39130435,2180,36.80118183,347.2932548,95.90029802,FS,89.12952451,24.85,45.35,2016
391,1488242852,40,16.3745465,12.705,970,20.42679251,150.5890123,40.57506325,FS,58.13309935,24.85,45.36,2016
363,1486542453,40.37037037,17.97722136,21.4037037,1230,31.22051947,369.2369857,104.1359071,FS,100,24.83,45.32,2014
427,1508238021,40.42857143,13.7852378,16.14857143,1690,25.22348613,228.006746,64.4656589,FS,73.26836963,25.1,44.92,2014
281,1474538453,40.47619048,20.17420744,19.33333333,960,30.68697494,348.2976056,87.82070496,FS,54.93720548,24.68,44.96,2014
422,1494239221,40.68965517,18.96625292,21.14827586,1360,38.4230526,440.5256597,124.2414518,FS,100,24.93,45.03,2015
378,1472544424,40.75471698,13.58753358,12.67924528,2620,37.99027465,276.3684689,77.28309283,FS,93.03125263,24.65,45.5,2017
219,1478243252,40.81632653,14.10360652,15.74081633,2330,36.400401,327.3452036,85.77135384,FS,77.17374225,24.72,45.39,2016
208,1486539224,41.38888889,18.01839834,21.50833333,1680,42.83823121,487.661703,137.6415147,FS,85.50630787,24.83,45.03,2014
256,1494537624,41.45833333,14.07105481,15.90416667,1200,18.66054985,157.929201,40.46708655,FS,50.52200502,24.93,44.89,2014
248,1488542824,41.50943396,12.6662075,13.91886792,2560,32.25693089,280.3705328,71.37493545,FS,57.57183762,24.85,45.35,2016
291,1504239621,41.66666667,8.289049001,9.7,300,1.618901964,8.99017425,2.581163005,FS,58.16616131,25.05,45.06,2016
237,1486243221,41.81818182,14.74744763,11.72727273,1040,17.76466188,131.3829012,37.05391962,FS,100,24.82,45.39,2017
190,1474543224,42.85714286,14.66422624,10.03571429,640,10.80906579,137.4576476,38.76718035,FS,100,24.67,45.39,2015
398,1502240852,43.07692308,16.71678525,16.92820513,1650,36.21423808,436.1757387,117.620738,FS,80.51557944,25.03,45.18,2015
338,1512242852,43.51351351,18.26463321,17.51621622,1670,43.7550579,444.2658325,124.5188695,FS,76.02994959,25.15,45.36,2017
