Year,Month,n_days,Rg_f,Ta_f,Tmax,Tmin,RH_f,Ts_f,Precip,SWC,LAI,ET,WS_f
2006,7,11,26.8970976,15388,21028,10663,69532,-9999,0,-9999,-9999,-9999,2553
2006,7,12,26.672544,15017,20431,9.67600000000004,52.9221,-9999,0,-9999,-9999,-9999,0.822742
2006,7,13,25.7013216,20537,26051,15068,48.2482,-9999,0,-9999,-9999,-9999,1.01792
2006,7,14,19.8012384,23191,28054,18506,58.7216,-9999,0,-9999,-9999,-9999,0.850682
2006,7,15,11.9841984,20483,24522,16752,86.1946,-9999,14.0021568,-9999,-9999,-9999,0.638153
2006,7,16,18.7135488,17163,22542,13095,82468,-9999,3.28780512,-9999,-9999,-9999,2.1211
2006,7,17,11.618208,16.8200000000001,22386,11977,82.2707,-9999,5.29012512,-9999,-9999,-9999,1.68581
2006,7,18,10.3242816,19826,25248,15187,93.2799,-9999,18.888336,-9999,-9999,-9999,1.70516
2006,7,19,6.37030656,21086,26323,17081,93.0047,-9999,18.888336,-9999,-9999,-9999,2.50211
2006,7,20,5.83257888,17584,23016,13842,92.6267,-9999,18.888336,-9999,-9999,-9999,2.26016
2006,7,21,24.3791424,13.49,19241,9.03300000000002,73.3389,-9999,0,-9999,-9999,-9999,3.83779
2006,7,22,22.7329632,10697,16631,5.70600000000002,65.6496,-9999,0,-9999,-9999,-9999,2.73932
2006,7,23,22.7261376,11569,17604,6.21600000000001,68.5864,-9999,0,-9999,-9999,-9999,2.74994
2006,7,24,22.1273856,13166,18523,8.23700000000002,67.0857,-9999,0,-9999,-9999,-9999,2.35857
2006,7,25,19.687968,14486,19409,10016,62.8927,-9999,0,-9999,-9999,-9999,1.86455
2006,7,26,19.2145824,16197,20897,11898,57.1378,-9999,0,-9999,-9999,-9999,1.57033
2006,7,27,15.4017504,17125,21742,12924,55261,-9999,0,-9999,-9999,-9999,1.31244
2006,7,28,14.4896256,18196,23021,13896,56.2962,-9999,0,-9999,-9999,-9999,1.20202
2006,7,29,19.9976256,20087,24989,15356,55.0102,-9999,0,-9999,-9999,-9999,1.00408
2006,7,30,23.0573088,21214,26.05,16872,61.9358,-9999,0,-9999,-9999,-9999,0.853273
2006,7,31,20.8713888,21.35,25829,17243,75.6621,-9999,0.0500466816,-9999,-9999,-9999,0.680946
2006,8,1,18.1377792,19922,24334,16.12,82.2655,-9999,3.95260128,-9999,-9999,-9999,3.96081
2006,8,2,23.052384,16.29,20802,12836,62.8505,-9999,0,-9999,-9999,-9999,4.40651
2006,8,3,24.8111424,16037,21.5820000000001,10775,49.0122,-9999,0,-9999,-9999,-9999,1.80095
2006,8,4,22.0961088,19595,24.96,15537,63.8045,-9999,0.00499160448,-9999,-9999,-9999,3.03281
2006,8,5,25.5451104,13004,17221,9.75100000000003,50.0596,-9999,0,-9999,-9999,-9999,2.70517
2006,8,6,23.9689152,15454,21648,10077,49.7062,-9999,0,-9999,-9999,-9999,1.29446
2006,8,7,8.16438528,16883,21089,13456,76.0711,-9999,12.490848,-9999,-9999,-9999,0.727325
2006,8,8,18.009216,18188,23.2,13478,68.1704,-9999,0,-9999,-9999,-9999,0.83118
2006,8,9,20.642688,20.55,26107,16167,62.6873,-9999,0,-9999,-9999,-9999,0.717897
2006,8,10,14.5692,21876,27317,17311,84.0784,-9999,2.36418912,-9999,-9999,-9999,2.48747
2006,8,11,9.9452448,18771,23869,14473,90.5426,-9999,17.6580864,-9999,-9999,-9999,2.68496
2006,8,12,23.548752,14091,19385,9.76900000000001,70.5924,-9999,0,-9999,-9999,-9999,3.19546
2006,8,13,13.4771904,13999,18825,9.62600000000003,63.9008,-9999,0,-9999,-9999,-9999,0.96316
2006,8,14,21.693744,17118,22261,12.3200000000001,58.7018,-9999,0,-9999,-9999,-9999,0.486725
2006,8,15,22.1772384,19.5820000000001,24604,14942,54262,-9999,0,-9999,-9999,-9999,0.389462
2006,8,16,18.7303104,20123,25.74,15973,54.7666,-9999,0,-9999,-9999,-9999,0.893071
2006,8,17,22.1229792,18863,23923,14607,53.3756,-9999,0,-9999,-9999,-9999,0.88775
2006,8,18,22.6063872,19.2190000000001,24355,14855,50.6319,-9999,0,-9999,-9999,-9999,0.728042
